date,open,high,low,close,volume
2024-10-09 14:30:00+05:30,23699.1,23699.1,23699.1,23699.1,0
2024-10-09 14:31:00+05:30,23699.1,23699.1,23699.1,23699.1,0
2024-10-09 14:32:00+05:30,23699.1,23729.75,23699.1,23726.0,125
2024-10-09 14:33:00+05:30,23726.0,23735.7,23726.0,23734.85,200
2024-10-09 14:34:00+05:30,23734.85,23734.85,23715.05,23719.8,200
2024-10-09 14:35:00+05:30,23719.8,23731.95,23719.8,23731.95,50
2024-10-09 14:36:00+05:30,23731.95,23731.95,23725.55,23725.55,25
2024-10-09 14:37:00+05:30,23725.55,23725.55,23723.2,23723.2,25
2024-10-09 14:38:00+05:30,23723.2,23723.2,23723.2,23723.2,0
2024-10-09 14:39:00+05:30,23723.2,23739.0,23723.2,23739.0,25
2024-10-09 14:40:00+05:30,23739.0,23743.95,23739.0,23743.95,50
2024-10-09 14:41:00+05:30,23743.95,23743.95,23726.2,23726.2,125
2024-10-09 14:42:00+05:30,23726.2,23729.25,23726.2,23729.25,50
2024-10-09 14:43:00+05:30,23729.25,23729.25,23729.25,23729.25,0
2024-10-09 14:44:00+05:30,23729.25,23729.25,23710.0,23710.0,125
2024-10-09 14:45:00+05:30,23710.0,23710.0,23703.45,23703.45,150
2024-10-09 14:46:00+05:30,23703.45,23705.0,23703.45,23705.0,100
2024-10-09 14:47:00+05:30,23705.0,23715.7,23705.0,23715.7,75
2024-10-09 14:48:00+05:30,23715.7,23715.7,23715.7,23715.7,0
2024-10-09 14:49:00+05:30,23715.7,23715.7,23715.7,23715.7,0
2024-10-09 14:50:00+05:30,23715.7,23721.0,23715.7,23721.0,25
2024-10-09 14:51:00+05:30,23721.0,23721.0,23721.0,23721.0,0
2024-10-09 14:52:00+05:30,23721.0,23721.0,23712.0,23712.0,25
2024-10-09 14:53:00+05:30,23712.0,23714.2,23712.0,23714.2,50
2024-10-09 14:54:00+05:30,23714.2,23721.0,23714.2,23721.0,125
2024-10-09 14:55:00+05:30,23721.0,23724.0,23721.0,23724.0,25
2024-10-09 14:56:00+05:30,23724.0,23724.0,23724.0,23724.0,0
2024-10-09 14:57:00+05:30,23724.0,23724.0,23722.8,23722.8,25
2024-10-09 14:58:00+05:30,23722.8,23722.8,23710.15,23710.15,25
2024-10-09 14:59:00+05:30,23710.15,23714.0,23710.15,23713.5,250
2024-10-09 15:00:00+05:30,23713.5,23713.5,23675.0,23684.1,1325
2024-10-09 15:01:00+05:30,23684.1,23684.1,23664.0,23683.2,1600
2024-10-09 15:02:00+05:30,23683.2,23683.45,23675.0,23683.1,1800
2024-10-09 15:03:00+05:30,23683.1,23685.9,23673.95,23681.05,700
2024-10-09 15:04:00+05:30,23681.05,23685.9,23678.75,23685.9,475
2024-10-09 15:05:00+05:30,23685.9,23685.9,23680.1,23680.1,25
2024-10-09 15:06:00+05:30,23680.1,23680.1,23680.1,23680.1,0
2024-10-09 15:07:00+05:30,23680.1,23693.5,23680.1,23693.5,150
2024-10-09 15:08:00+05:30,23693.5,23693.5,23690.0,23691.95,75
2024-10-09 15:09:00+05:30,23691.95,23691.95,23680.0,23680.0,650
2024-10-09 15:10:00+05:30,23680.0,23680.0,23680.0,23680.0,0
2024-10-09 15:11:00+05:30,23680.0,23698.65,23680.0,23698.65,25
2024-10-09 15:12:00+05:30,23698.65,23698.65,23693.0,23693.0,25
2024-10-09 15:13:00+05:30,23693.0,23693.0,23693.0,23693.0,0
2024-10-09 15:14:00+05:30,23693.0,23693.0,23692.1,23692.1,200
2024-10-09 15:15:00+05:30,23692.1,23704.6,23692.1,23700.6,300
2024-10-09 15:16:00+05:30,23700.6,23714.55,23700.6,23713.85,450
2024-10-09 15:17:00+05:30,23713.85,23722.0,23709.7,23720.9,875
2024-10-09 15:18:00+05:30,23720.9,23720.9,23711.85,23717.2,825
2024-10-09 15:19:00+05:30,23717.2,23723.4,23717.2,23722.55,1400
2024-10-09 15:20:00+05:30,23722.55,23731.95,23722.15,23731.95,675
2024-10-09 15:21:00+05:30,23731.95,23732.15,23728.9,23728.9,100
2024-10-09 15:22:00+05:30,23728.9,23728.9,23725.15,23725.15,25
2024-10-09 15:23:00+05:30,23725.15,23725.15,23721.0,23721.0,25
2024-10-09 15:24:00+05:30,23721.0,23721.0,23721.0,23721.0,100
2024-10-09 15:25:00+05:30,23721.0,23721.0,23720.05,23720.05,25
2024-10-09 15:26:00+05:30,23720.05,23724.0,23720.05,23724.0,0
2024-10-09 15:27:00+05:30,23724.0,23731.5,23724.0,23731.5,100
2024-10-09 15:28:00+05:30,23729.0,23729.0,23715.65,23716.05,400
2024-10-09 15:29:00+05:30,23725.15,23725.15,23704.25,23704.25,400
2024-10-10 09:15:00+05:30,23790.0,23792.8,23790.0,23792.8,125
2024-10-10 09:16:00+05:30,23792.8,23798.45,23790.0,23798.4,125
2024-10-10 09:17:00+05:30,23798.4,23798.4,23798.4,23798.4,0
2024-10-10 09:18:00+05:30,23798.4,23798.4,23774.05,23774.05,200
2024-10-10 09:19:00+05:30,23774.05,23774.05,23764.8,23764.8,75
2024-10-10 09:20:00+05:30,23764.8,23764.8,23758.05,23758.05,350
2024-10-10 09:21:00+05:30,23758.05,23764.05,23748.05,23748.05,375
2024-10-10 09:22:00+05:30,23748.05,23748.05,23748.0,23748.0,50
2024-10-10 09:23:00+05:30,23748.0,23749.95,23746.1,23746.1,50
2024-10-10 09:24:00+05:30,23746.1,23748.35,23746.1,23748.35,25
2024-10-10 09:25:00+05:30,23748.35,23765.0,23748.35,23758.05,125
2024-10-10 09:26:00+05:30,23758.05,23758.05,23734.25,23734.25,125
2024-10-10 09:27:00+05:30,23734.25,23742.3,23734.25,23742.3,25
2024-10-10 09:28:00+05:30,23742.3,23742.3,23742.3,23742.3,0
2024-10-10 09:29:00+05:30,23742.3,23756.0,23742.3,23756.0,100
2024-10-10 09:30:00+05:30,23756.0,23785.9,23756.0,23780.0,350
2024-10-10 09:31:00+05:30,23780.0,23780.0,23778.0,23778.0,25
2024-10-10 09:32:00+05:30,23778.0,23778.0,23778.0,23778.0,0
2024-10-10 09:33:00+05:30,23778.0,23778.0,23754.85,23754.85,100
2024-10-10 09:34:00+05:30,23754.85,23754.85,23750.0,23750.0,25
2024-10-10 09:35:00+05:30,23750.0,23750.0,23750.0,23750.0,0
2024-10-10 09:36:00+05:30,23750.0,23750.0,23750.0,23750.0,0
2024-10-10 09:37:00+05:30,23750.0,23755.95,23750.0,23755.95,25
2024-10-10 09:38:00+05:30,23755.95,23758.85,23751.4,23751.4,75
2024-10-10 09:39:00+05:30,23751.4,23751.4,23751.4,23751.4,0
2024-10-10 09:40:00+05:30,23751.4,23751.4,23750.1,23750.1,50
2024-10-10 09:41:00+05:30,23750.1,23750.1,23750.1,23750.1,0
2024-10-10 09:42:00+05:30,23750.1,23763.95,23750.1,23760.0,150
2024-10-10 09:43:00+05:30,23760.0,23776.1,23760.0,23775.25,625
2024-10-10 09:44:00+05:30,23775.25,23775.25,23775.25,23775.25,0
2024-10-10 09:45:00+05:30,23775.25,23783.7,23775.25,23783.7,225
2024-10-10 09:46:00+05:30,23783.7,23783.7,23772.05,23772.05,375
2024-10-10 09:47:00+05:30,23772.05,23790.5,23770.0,23789.6,2525
2024-10-10 09:48:00+05:30,23789.6,23797.0,23789.6,23797.0,25
2024-10-10 09:49:00+05:30,23797.0,23797.0,23797.0,23797.0,0
2024-10-10 09:50:00+05:30,23797.0,23797.0,23784.25,23784.25,100
2024-10-10 09:51:00+05:30,23784.25,23784.25,23784.25,23784.25,100
2024-10-10 09:52:00+05:30,23784.25,23784.25,23760.0,23760.0,425
2024-10-10 09:53:00+05:30,23760.0,23760.0,23746.05,23746.05,100
2024-10-10 09:54:00+05:30,23746.05,23746.05,23746.05,23746.05,0
2024-10-10 09:55:00+05:30,23746.05,23770.9,23746.05,23770.9,75
2024-10-10 09:56:00+05:30,23770.9,23810.0,23770.9,23810.0,275
2024-10-10 09:57:00+05:30,23810.0,23810.0,23800.05,23803.75,175
2024-10-10 09:58:00+05:30,23803.75,23803.75,23803.75,23803.75,0
2024-10-10 09:59:00+05:30,23803.75,23823.0,23803.75,23823.0,500
2024-10-10 10:00:00+05:30,23823.0,23823.95,23810.3,23810.3,100
2024-10-10 10:01:00+05:30,23810.3,23810.3,23805.15,23805.15,75
2024-10-10 10:02:00+05:30,23805.15,23810.0,23805.15,23810.0,50
2024-10-10 10:03:00+05:30,23810.0,23810.75,23810.0,23810.75,0
2024-10-10 10:04:00+05:30,23810.75,23810.75,23796.05,23796.1,75
2024-10-10 10:05:00+05:30,23796.1,23833.95,23796.1,23833.95,175
2024-10-10 10:06:00+05:30,23833.95,23844.0,23833.95,23844.0,75
2024-10-10 10:07:00+05:30,23844.0,23844.0,23830.95,23839.0,125
2024-10-10 10:08:00+05:30,23839.0,23839.0,23839.0,23839.0,0
2024-10-10 10:09:00+05:30,23839.0,23839.0,23833.85,23833.85,25
2024-10-10 10:10:00+05:30,23833.85,23843.95,23833.85,23843.95,25
2024-10-10 10:11:00+05:30,23843.95,23855.0,23838.45,23850.0,275
2024-10-10 10:12:00+05:30,23850.0,23850.0,23847.8,23847.8,175
2024-10-10 10:13:00+05:30,23847.8,23850.0,23840.05,23840.05,150
2024-10-10 10:14:00+05:30,23840.05,23840.05,23828.85,23828.85,75
2024-10-10 10:15:00+05:30,23828.85,23839.1,23828.85,23839.1,25
2024-10-10 10:16:00+05:30,23839.1,23839.1,23835.0,23835.0,50
2024-10-10 10:17:00+05:30,23835.0,23837.95,23835.0,23837.95,50
2024-10-10 10:18:00+05:30,23837.95,23839.95,23835.2,23835.9,125
2024-10-10 10:19:00+05:30,23835.9,23835.9,23822.0,23822.0,50
2024-10-10 10:20:00+05:30,23822.0,23822.0,23792.05,23796.1,150
2024-10-10 10:21:00+05:30,23796.1,23800.05,23796.1,23800.05,25
2024-10-10 10:22:00+05:30,23800.05,23800.05,23800.05,23800.05,0
2024-10-10 10:23:00+05:30,23800.05,23806.5,23800.05,23806.5,25
2024-10-10 10:24:00+05:30,23806.5,23806.5,23806.5,23806.5,0
2024-10-10 10:25:00+05:30,23806.5,23806.5,23800.0,23800.15,450
