date,open,high,low,close,volume
2024-10-09 14:30:00+05:30,25125.0,25150.0,25123.0,25148.0,11075
2024-10-09 14:31:00+05:30,25148.0,25164.5,25146.0,25162.0,26575
2024-10-09 14:32:00+05:30,25162.0,25164.7,25154.6,25160.1,17325
2024-10-09 14:33:00+05:30,25160.05,25166.5,25158.0,25166.25,10500
2024-10-09 14:34:00+05:30,25166.25,25166.25,25145.0,25145.1,15000
2024-10-09 14:35:00+05:30,25145.1,25155.6,25145.1,25155.2,6275
2024-10-09 14:36:00+05:30,25154.6,25155.0,25141.45,25155.0,13125
2024-10-09 14:37:00+05:30,25155.0,25156.25,25143.95,25150.0,9675
2024-10-09 14:38:00+05:30,25150.0,25157.7,25141.0,25154.0,13300
2024-10-09 14:39:00+05:30,25154.0,25172.0,25154.0,25155.25,18150
2024-10-09 14:40:00+05:30,25155.25,25156.75,25142.2,25142.2,6675
2024-10-09 14:41:00+05:30,25142.2,25152.85,25140.65,25141.5,10400
2024-10-09 14:42:00+05:30,25141.5,25144.8,25131.0,25136.15,13700
2024-10-09 14:43:00+05:30,25136.15,25138.0,25123.0,25125.0,11175
2024-10-09 14:44:00+05:30,25125.0,25125.0,25111.0,25112.05,60800
2024-10-09 14:45:00+05:30,25112.05,25118.0,25102.3,25118.0,58575
2024-10-09 14:46:00+05:30,25118.0,25125.0,25110.35,25124.4,16975
2024-10-09 14:47:00+05:30,25124.4,25133.9,25122.25,25132.5,9900
2024-10-09 14:48:00+05:30,25132.5,25137.7,25128.0,25134.9,5900
2024-10-09 14:49:00+05:30,25134.9,25145.0,25134.9,25142.0,10200
2024-10-09 14:50:00+05:30,25142.0,25142.0,25128.15,25130.45,8750
2024-10-09 14:51:00+05:30,25130.45,25133.15,25125.5,25126.3,5375
2024-10-09 14:52:00+05:30,25126.3,25132.55,25115.65,25115.65,10300
2024-10-09 14:53:00+05:30,25115.0,25126.0,25113.75,25119.15,11675
2024-10-09 14:54:00+05:30,25119.15,25130.0,25116.35,25129.2,11775
2024-10-09 14:55:00+05:30,25129.2,25130.5,25121.9,25125.0,4075
2024-10-09 14:56:00+05:30,25125.0,25135.0,25122.0,25131.3,5175
2024-10-09 14:57:00+05:30,25131.3,25131.3,25119.0,25121.0,7125
2024-10-09 14:58:00+05:30,25121.0,25125.0,25114.6,25115.95,7825
2024-10-09 14:59:00+05:30,25115.15,25118.0,25106.0,25110.0,21450
2024-10-09 15:00:00+05:30,25110.0,25110.0,25063.1,25071.6,134025
2024-10-09 15:01:00+05:30,25071.6,25079.4,25052.5,25070.0,80800
2024-10-09 15:02:00+05:30,25070.0,25075.05,25052.0,25066.45,26250
2024-10-09 15:03:00+05:30,25060.9,25064.6,25050.0,25054.95,30175
2024-10-09 15:04:00+05:30,25054.95,25068.75,25050.0,25065.65,28125
2024-10-09 15:05:00+05:30,25065.65,25072.6,25061.7,25065.1,25025
2024-10-09 15:06:00+05:30,25065.1,25070.9,25059.05,25069.25,56600
2024-10-09 15:07:00+05:30,25069.25,25078.0,25065.6,25073.05,33525
2024-10-09 15:08:00+05:30,25073.05,25077.0,25068.0,25075.0,13800
2024-10-09 15:09:00+05:30,25075.0,25079.95,25071.35,25077.2,33575
2024-10-09 15:10:00+05:30,25077.2,25077.2,25061.0,25070.6,46150
2024-10-09 15:11:00+05:30,25070.7,25085.05,25070.65,25075.15,29625
2024-10-09 15:12:00+05:30,25075.15,25080.0,25067.2,25067.65,19000
2024-10-09 15:13:00+05:30,25067.65,25078.0,25067.05,25074.55,17550
2024-10-09 15:14:00+05:30,25074.55,25084.25,25070.0,25077.1,15500
2024-10-09 15:15:00+05:30,25077.1,25087.05,25074.8,25080.0,25975
2024-10-09 15:16:00+05:30,25085.0,25090.0,25078.55,25087.9,18175
2024-10-09 15:17:00+05:30,25089.9,25104.4,25087.6,25097.85,68525
2024-10-09 15:18:00+05:30,25101.1,25105.25,25090.0,25098.55,22475
2024-10-09 15:19:00+05:30,25098.55,25110.0,25095.6,25109.55,31550
2024-10-09 15:20:00+05:30,25109.55,25113.4,25102.05,25105.35,28700
2024-10-09 15:21:00+05:30,25105.35,25119.0,25105.35,25111.55,25425
2024-10-09 15:22:00+05:30,25111.55,25118.45,25105.0,25109.45,16050
2024-10-09 15:23:00+05:30,25105.05,25115.0,25102.1,25113.0,15200
2024-10-09 15:24:00+05:30,25108.55,25117.0,25107.65,25111.15,16050
2024-10-09 15:25:00+05:30,25114.7,25118.85,25111.35,25118.0,19475
2024-10-09 15:26:00+05:30,25118.2,25119.0,25112.4,25116.95,15750
2024-10-09 15:27:00+05:30,25115.0,25118.0,25113.25,25115.0,15950
2024-10-09 15:28:00+05:30,25114.0,25117.15,25110.0,25115.0,31875
2024-10-09 15:29:00+05:30,25117.15,25119.75,25111.1,25119.15,28800
2024-10-10 09:15:00+05:30,25180.2,25194.95,25165.55,25178.0,94975
2024-10-10 09:16:00+05:30,25178.0,25191.0,25172.75,25191.0,45850
2024-10-10 09:17:00+05:30,25191.0,25192.8,25171.05,25181.95,43600
2024-10-10 09:18:00+05:30,25181.95,25185.0,25170.45,25171.5,17950
2024-10-10 09:19:00+05:30,25171.5,25178.95,25170.25,25175.0,14000
2024-10-10 09:20:00+05:30,25175.0,25175.0,25158.6,25160.4,41275
2024-10-10 09:21:00+05:30,25160.4,25166.0,25150.45,25162.0,20825
2024-10-10 09:22:00+05:30,25162.0,25163.0,25147.35,25156.6,22675
2024-10-10 09:23:00+05:30,25152.2,25174.6,25152.2,25162.0,11700
2024-10-10 09:24:00+05:30,25162.0,25175.0,25161.45,25175.0,14525
2024-10-10 09:25:00+05:30,25175.0,25185.0,25165.0,25169.95,18900
2024-10-10 09:26:00+05:30,25169.95,25169.95,25147.0,25161.4,13225
2024-10-10 09:27:00+05:30,25161.4,25165.9,25155.1,25161.75,5975
2024-10-10 09:28:00+05:30,25161.75,25170.0,25160.7,25164.45,7075
2024-10-10 09:29:00+05:30,25167.05,25175.0,25164.5,25174.45,14050
2024-10-10 09:30:00+05:30,25174.45,25191.4,25174.45,25185.0,25475
2024-10-10 09:31:00+05:30,25183.65,25189.3,25173.0,25173.0,15900
2024-10-10 09:32:00+05:30,25173.0,25177.0,25166.65,25173.55,8475
2024-10-10 09:33:00+05:30,25173.55,25173.55,25156.5,25160.75,11950
2024-10-10 09:34:00+05:30,25160.75,25165.0,25155.0,25160.2,9175
2024-10-10 09:35:00+05:30,25160.2,25164.0,25155.25,25159.0,6525
2024-10-10 09:36:00+05:30,25159.0,25165.0,25158.15,25164.0,5875
2024-10-10 09:37:00+05:30,25164.0,25167.8,25155.0,25165.1,11750
2024-10-10 09:38:00+05:30,25165.1,25165.8,25150.1,25151.0,11200
2024-10-10 09:39:00+05:30,25150.1,25155.0,25150.0,25154.0,9050
2024-10-10 09:40:00+05:30,25154.0,25154.45,25140.15,25145.0,17650
2024-10-10 09:41:00+05:30,25145.0,25155.0,25140.0,25149.5,33350
2024-10-10 09:42:00+05:30,25149.5,25155.0,25141.4,25153.75,5950
2024-10-10 09:43:00+05:30,25153.75,25155.9,25145.0,25155.0,8050
2024-10-10 09:44:00+05:30,25155.0,25156.9,25144.0,25144.0,8075
2024-10-10 09:45:00+05:30,25144.0,25150.35,25138.15,25142.55,15475
2024-10-10 09:46:00+05:30,25142.55,25149.9,25140.0,25140.0,8425
2024-10-10 09:47:00+05:30,25140.0,25150.0,25138.0,25148.2,7825
2024-10-10 09:48:00+05:30,25148.2,25159.65,25147.6,25150.15,11150
2024-10-10 09:49:00+05:30,25150.15,25150.75,25141.0,25141.0,9700
2024-10-10 09:50:00+05:30,25141.0,25146.0,25132.0,25140.0,15950
2024-10-10 09:51:00+05:30,25140.0,25140.8,25130.0,25130.0,16300
2024-10-10 09:52:00+05:30,25130.0,25135.85,25130.0,25134.95,6550
2024-10-10 09:53:00+05:30,25133.9,25139.0,25130.0,25133.4,18425
2024-10-10 09:54:00+05:30,25133.4,25139.2,25127.1,25135.0,13800
2024-10-10 09:55:00+05:30,25135.0,25169.9,25130.05,25165.7,25025
2024-10-10 09:56:00+05:30,25165.7,25188.8,25163.75,25187.75,39125
2024-10-10 09:57:00+05:30,25187.75,25200.0,25182.15,25200.0,45700
2024-10-10 09:58:00+05:30,25200.0,25203.75,25190.2,25200.0,26100
2024-10-10 09:59:00+05:30,25200.0,25215.2,25200.0,25213.0,58450
2024-10-10 10:00:00+05:30,25213.0,25216.0,25196.6,25206.45,57775
2024-10-10 10:01:00+05:30,25206.45,25209.5,25194.9,25203.05,69075
2024-10-10 10:02:00+05:30,25203.05,25207.95,25201.0,25205.65,18475
2024-10-10 10:03:00+05:30,25205.65,25207.0,25201.0,25201.0,7975
2024-10-10 10:04:00+05:30,25201.0,25205.0,25197.0,25203.15,9075
2024-10-10 10:05:00+05:30,25203.15,25246.0,25203.15,25246.0,52325
2024-10-10 10:06:00+05:30,25246.0,25248.8,25236.05,25248.8,48025
