date,open,high,low,close,volume
2024-10-09 14:30:00+05:30,51359.3,51399.0,51354.9,51395.05,3975
2024-10-09 14:31:00+05:30,51395.05,51420.95,51390.0,51409.45,6615
2024-10-09 14:32:00+05:30,51409.45,51449.0,51409.45,51436.65,6465
2024-10-09 14:33:00+05:30,51436.65,51450.4,51427.6,51441.8,5730
2024-10-09 14:34:00+05:30,51441.8,51441.8,51408.05,51420.0,5310
2024-10-09 14:35:00+05:30,51420.0,51432.3,51416.2,51430.0,2490
2024-10-09 14:36:00+05:30,51422.25,51428.95,51407.95,51415.0,2670
2024-10-09 14:37:00+05:30,51415.0,51420.2,51410.05,51417.6,2295
2024-10-09 14:38:00+05:30,51417.6,51446.5,51410.0,51437.9,2550
2024-10-09 14:39:00+05:30,51437.9,51449.0,51435.95,51440.65,2745
2024-10-09 14:40:00+05:30,51440.65,51449.0,51414.45,51419.65,2295
2024-10-09 14:41:00+05:30,51419.65,51427.25,51410.0,51410.0,2040
2024-10-09 14:42:00+05:30,51410.0,51414.0,51401.15,51406.05,2655
2024-10-09 14:43:00+05:30,51406.05,51406.55,51390.15,51399.0,3720
2024-10-09 14:44:00+05:30,51390.05,51397.4,51378.4,51386.95,4620
2024-10-09 14:45:00+05:30,51386.85,51386.85,51370.0,51382.9,5250
2024-10-09 14:46:00+05:30,51382.9,51399.0,51371.05,51390.15,4740
2024-10-09 14:47:00+05:30,51390.15,51411.0,51390.15,51401.45,3780
2024-10-09 14:48:00+05:30,51401.45,51418.95,51399.35,51418.95,7560
2024-10-09 14:49:00+05:30,51418.95,51446.4,51415.0,51445.7,6735
2024-10-09 14:50:00+05:30,51446.2,51447.25,51400.0,51404.75,5265
2024-10-09 14:51:00+05:30,51404.75,51415.05,51398.45,51406.6,4140
2024-10-09 14:52:00+05:30,51417.8,51426.2,51401.25,51402.45,5145
2024-10-09 14:53:00+05:30,51402.45,51413.35,51397.65,51409.2,3615
2024-10-09 14:54:00+05:30,51409.2,51416.0,51401.05,51414.35,2385
2024-10-09 14:55:00+05:30,51414.35,51430.0,51401.6,51402.1,5010
2024-10-09 14:56:00+05:30,51402.1,51430.0,51402.1,51429.95,3465
2024-10-09 14:57:00+05:30,51430.0,51432.0,51408.05,51425.0,7455
2024-10-09 14:58:00+05:30,51425.0,51430.9,51408.35,51415.0,5565
2024-10-09 14:59:00+05:30,51415.0,51429.0,51403.0,51409.25,12285
2024-10-09 15:00:00+05:30,51409.25,51412.8,51353.4,51371.95,13410
2024-10-09 15:01:00+05:30,51371.55,51375.35,51340.15,51359.5,27375
2024-10-09 15:02:00+05:30,51353.25,51369.55,51342.5,51364.85,15330
2024-10-09 15:03:00+05:30,51364.85,51364.95,51328.2,51331.6,23145
2024-10-09 15:04:00+05:30,51331.6,51366.35,51316.15,51365.0,30120
2024-10-09 15:05:00+05:30,51365.0,51372.0,51341.3,51354.8,15045
2024-10-09 15:06:00+05:30,51365.0,51370.0,51351.4,51362.95,8790
2024-10-09 15:07:00+05:30,51370.0,51394.75,51360.0,51376.75,7860
2024-10-09 15:08:00+05:30,51365.0,51388.0,51360.0,51370.45,7020
2024-10-09 15:09:00+05:30,51366.4,51389.25,51364.0,51373.2,8235
2024-10-09 15:10:00+05:30,51378.3,51380.05,51361.0,51375.55,8055
2024-10-09 15:11:00+05:30,51380.0,51410.0,51376.45,51403.8,11775
2024-10-09 15:12:00+05:30,51410.0,51410.0,51378.5,51380.0,8910
2024-10-09 15:13:00+05:30,51373.1,51379.95,51360.0,51365.0,14550
2024-10-09 15:14:00+05:30,51368.5,51388.65,51365.85,51387.7,5640
